"State","County","Collection Date","Date Detected","HPAI Strain","Bird Species","WOAH Classification","Sampling Method","Submitting Agency"
"Pennsylvania","Lehigh","11/29/2022","12/15/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Centre","12/05/2022","12/15/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Centre","12/05/2022","12/15/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Allegheny","10/04/2022","12/15/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","PA Game Commission"
"Colorado","Rio Grande","12/05/2022","12/15/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Weld","12/06/2022","12/15/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Adams","12/06/2022","12/15/2022","EA/AM H5N1","Common merganser","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Montana","Missoula","Unknown","12/15/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","MT FWP"
"Montana","Yellowstone","Unknown","12/15/2022","EA H5N1","Great horned owl","Wild bird","Morbidity/Mortality","MT FWP"
"Texas","Bosque","12/03/2022","12/15/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","TX PWD"
"Mississippi","Madison","12/07/2022","12/13/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Clinton","12/05/2022","12/13/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Clinton","12/05/2022","12/13/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Randolph","12/05/2022","12/13/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Randolph","12/05/2022","12/13/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Randolph","12/05/2022","12/13/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Randolph","12/05/2022","12/13/2022","EA/AM H5N1","Common tern","Wild bird","Morbidity/Mortality","NWDP"
"Illinois","Randolph","12/05/2022","12/13/2022","EA/AM H5N1","American white pelican","Wild bird","Morbidity/Mortality","NWDP"
"Alabama","Cullman","12/05/2022","12/13/2022","EA/AM H5N1","Red-shouldered hawk","Wild bird","Morbidity/Mortality","AL DCNR"
"California","Monterey","11/16/2022","12/13/2022","EA/AM H5N1","Peregrine falcon","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Luis Obispo","11/16/2022","12/13/2022","EA H5N1","Northern fulmar","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Luis Obispo","11/16/2022","12/13/2022","EA H5N1","Red-shouldered hawk","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Luis Obispo","11/16/2022","12/13/2022","EA/AM H5N1","Peregrine falcon","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Luis Obispo","11/16/2022","12/13/2022","EA H5N1","Cackling goose","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Luis Obispo","11/16/2022","12/13/2022","EA/AM H5N1","Western gull","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Luis Obispo","11/16/2022","12/13/2022","EA/AM H5N1","Bonaparte's gull","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Kern","11/16/2022","12/13/2022","EA H5N1","Cooper's hawk","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Ventura","11/16/2022","12/13/2022","EA H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Los Angeles","11/16/2022","12/13/2022","EA H5N1","Turkey vulture","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Los Angeles","11/16/2022","12/13/2022","EA H5N1","Great horned owl","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Humboldt","11/16/2022","12/13/2022","EA H5N1","Common raven","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Humboldt","11/16/2022","12/13/2022","EA H5N1","Common raven","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Mateo","11/22/2022","12/13/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Mateo","11/22/2022","12/13/2022","EA H5","Common raven","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Diego","11/22/2022","12/13/2022","EA/AM H5N1","Peregrine falcon","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Colusa","11/28/2022","12/13/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Humboldt","11/28/2022","12/13/2022","EA H5N1","Common raven","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Fresno","11/28/2022","12/13/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Francisco","11/28/2022","12/13/2022","EA H5N1","Common raven","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Kentucky","Trigg","12/06/2022","12/13/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","USFWS"
"Kentucky","Fayette","Unknown","12/13/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Michigan","Iron","11/14/2022","12/13/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","Clinton","08/12/2022","12/13/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","Eaton","09/03/2022","12/13/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","MI DNR"
"Missouri","Webster","11/26/2022","12/13/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","Webster","11/26/2022","12/13/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","St. Charles","11/30/2022","12/13/2022","EA/AM H5N1","Cooper's hawk","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","Platte","12/02/2022","12/13/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","Bollinger","12/03/2022","12/13/2022","EA/AM H5N1","Goose (unidentified)","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Missouri","Pemiscot","11/05/2022","12/13/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","MO Dept of Conservation"
"Wyoming","Fremont","12/05/2022","12/13/2022","EA H5N1","Great horned owl","Wild bird","Morbidity/Mortality","WY GFD"
"California","San Diego","11/25/2022","12/13/2022","EA/AM H5N1","American white pelican","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"California","San Diego","11/30/2022","12/13/2022","EA/AM H5N1","Turkey vulture","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"California","Los Angeles","11/22/2022","12/13/2022","EA/AM H5N1","Owl (unidentified)","Wild bird","Morbidity/Mortality","LA Co Dept of Public Health"
"California","Los Angeles","11/25/2022","12/13/2022","EA/AM H5N1","Hawk (unidentified)","Wild bird","Morbidity/Mortality","LA Co Dept of Public Health"
"Nevada","Mineral","11/19/2022","12/12/2022","EA/AM H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"Nevada","Mineral","11/19/2022","12/12/2022","EA/AM H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"Nevada","Mineral","11/19/2022","12/12/2022","EA H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"Nevada","Mineral","11/19/2022","12/12/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"California","Kern","11/19/2022","12/12/2022","EA H5N1","Gadwall","Wild bird","Hunter harvest","NWDP"
"California","Yuba","11/22/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Idaho","Gooding","11/23/2022","12/12/2022","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/03/2022","12/12/2022","EA H5N1","Gadwall","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/03/2022","12/12/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/03/2022","12/12/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/03/2022","12/12/2022","EA H5N1","American black duck","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/03/2022","12/12/2022","EA/AM H5N1","American black duck","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/03/2022","12/12/2022","EA/AM H5N1","American black duck","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/03/2022","12/12/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"New York","Seneca","12/03/2022","12/12/2022","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"Minnesota","Lincoln","12/06/2022","12/12/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","MN DNR"
"Minnesota","Lincoln","12/06/2022","12/12/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","MN DNR"
"Wyoming","Laramie","12/06/2022","12/12/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","WY GFD"
"Indiana","Tippecanoe","03/16/2022","12/12/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","USFWS/SCWDS"
"Louisiana","Morehouse","11/26/2022","12/12/2022","EA H5N1","Ross's goose","Wild bird","Morbidity/Mortality","LA DWF/SCWDS"
"Louisiana","Morehouse","11/26/2022","12/12/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","LA DWF/SCWDS"
"Louisiana","Morehouse","11/26/2022","12/12/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","LA DWF/SCWDS"
"Louisiana","Richland","11/28/2022","12/12/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","LA DWF/SCWDS"
"Louisiana","Richland","11/28/2022","12/12/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","LA DWF/SCWDS"
"Louisiana","Richland","11/28/2022","12/12/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","LA DWF/SCWDS"
"Louisiana","Richland","11/28/2022","12/12/2022","EA H5N1","Ross's goose","Wild bird","Morbidity/Mortality","LA DWF/SCWDS"
"Louisiana","Ouachita","11/28/2022","12/12/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","LA DWF/SCWDS"
"Louisiana","Calcasieu","11/30/2022","12/12/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","LA DWF/SCWDS"
"Tennessee","Jefferson","11/28/2022","12/12/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","TN FWC/SCWDS"
"Tennessee","Greene","11/28/2022","12/12/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","TN FWC/SCWDS"
"Tennessee","Greene","11/28/2022","12/12/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","TN FWC/SCWDS"
"Kansas","Lincoln","11/21/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Pottawatomie","11/23/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Pottawatomie","11/23/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Pottawatomie","11/23/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Pottawatomie","11/23/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Pottawatomie","11/23/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Hamilton","11/28/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Kearny","11/27/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Finney","11/23/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Finney","11/29/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Hamilton","11/29/2022","12/12/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Kearny","11/29/2022","12/12/2022","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Kearny","11/29/2022","12/12/2022","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Jewell","11/22/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Mitchell","11/28/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Mitchell","11/28/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"Kansas","Mitchell","11/28/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","KS DWP/SCWDS"
"North Carolina","Johnston","11/14/2022","12/12/2022","EA/AM H5N1","Mallard","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"North Carolina","Johnston","11/14/2022","12/12/2022","EA/AM H5N1","Mallard","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"North Carolina","Onslow","11/22/2022","12/12/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"Kentucky","Warren","11/08/2022","12/12/2022","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","KY DFW/SCWDS"
"South Carolina","Chester","11/17/2022","12/12/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","SC DNR/SCWDS"
"Minnesota","Hennepin","Unknown","12/12/2022","EA H5N1","Canada goose","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Kansas","Phillips","12/01/2022","12/12/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"Kansas","Phillips","12/01/2022","12/12/2022","EA H5N1","Ross's goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"Kansas","Phillips","12/01/2022","12/12/2022","EA H5","Snow goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"Washington","Skagit","11/21/2022","12/12/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","WA DFW/USGS"
"Washington","Skagit","11/21/2022","12/12/2022","EA/AM H5N1","Dunlin","Wild bird","Morbidity/Mortality","WA DFW/USGS"
"Washington","Skagit","11/21/2022","12/12/2022","EA/AM H5N1","Great blue heron","Wild bird","Morbidity/Mortality","WA DFW/USGS"
"Washington","Skagit","11/21/2022","12/12/2022","EA/AM H5N1","Short-eared owl","Wild bird","Morbidity/Mortality","WA DFW/USGS"
"California","San Diego","11/30/2022","12/12/2022","EA/AM H5N1","Pied-billed grebe","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Minnesota","Dakota","12/05/2022","12/12/2022","EA/AM H5N1","Bald eagle","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Idaho","Gooding","11/23/2022","12/12/2022","EA/AM H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"Idaho","Elmore","11/17/2022","12/09/2022","EA H5N1","Gadwall","Wild bird","Hunter harvest","NWDP"
"Mississippi","Tallahatchie","11/29/2022","12/09/2022","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Washington","11/28/2022","12/09/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Louisiana","LaSalle","11/28/2022","12/09/2022","EA/AM H5N1","Wood duck","Wild bird","Hunter harvest","NWDP"
"Louisiana","LaSalle","11/28/2022","12/09/2022","EA H5N1","Blue-winged teal","Wild bird","Hunter harvest","NWDP"
"Idaho","Elmore","11/17/2022","12/09/2022","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"Idaho","Elmore","11/17/2022","12/09/2022","EA H5N1","Gadwall","Wild bird","Hunter harvest","NWDP"
"Idaho","Elmore","11/17/2022","12/09/2022","EA/AM H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"Idaho","Elmore","11/17/2022","12/09/2022","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"Mississippi","Clarke","11/30/2022","12/09/2022","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lowndes","11/30/2022","12/09/2022","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","NWDP"
"Tennessee","Jefferson","11/29/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Tennessee","Jefferson","11/29/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Lawrence","11/30/2022","12/09/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Issaquena","11/29/2022","12/09/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Issaquena","11/29/2022","12/09/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Issaquena","11/29/2022","12/09/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Tennessee","Jefferson","11/29/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Issaquena","11/29/2022","12/09/2022","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
"Mississippi","Noxubee","11/30/2022","12/09/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","NWDP"
